image_name,width,height,patch_score
furniture_assemble_p64_t1.0_n20_011,1080,1920,"0,0,2,0,0,2.0,0,4.0,0.5,0,0,1.5,3.0,3.0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
museum_p64_t0.5_n10_007,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon1_p64_t0.5_n10_038,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0"
panda_p64_t1.0_n20_027,1280,720,"0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
whale_p64_t0.3_n0_086,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
museum_p64_t0.3_n0_059,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_p64_t0.3_n0_035,1920,1080,"1,1.0,0,2.0,1.0,2.5,0,0,3.0,2.0,0,1.0,4.0,4.0,4.5,1.5,0,0.5,2.5,0,1,1.0,3.0,3.5,2.5,0.5,0.5,1.0,0,0,0,1.0,0.5,1.0,0,0,1.0,0,0,0.5,0.5,1.0,1.0,1.0,0"
light_p64_t0.3_n0_101,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pingpong_p64_t0.3_n0_067,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert4_p64_t1.0_n20_027,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pouring_p64_t1.0_n20_003,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_removal_vehicle_p64_t0.3_n0_009,1920,1080,"0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
cherry_blossom_p64_t0.5_n10_057,1080,1920,"0,1,0,0.5,0,1.0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fire_p64_t0.5_n10_003,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fish2_p64_t1.0_n20_024,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_removal_vehicle_p64_t0.5_n10_009,1920,1080,"0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bellagio_water_show_p64_t1.0_n20_008,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
interactive_art_p64_t0.3_n0_003,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.5,1.0,0,1.5,0,0,2.5,0,3.0,2.0,1.5,0,1.0,0,0,3.5,0,0,0.5,1.0,0,0.5,0"
passing_by_buildings_p64_t0.5_n10_059,720,1280,"0,2.5,1.5,0,1.5,1,3.0,0,1.0,3.0,3,1.5,0,4.5,4.5,3.0,0,2.5,3.0,0,0,0,1.0,0"
jumping_p64_t1.0_n20_012,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,2.0,0.5,0.5,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park2_p64_t0.3_n0_009,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
birds3_p64_t0.3_n0_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.0,2.0,0,2.0,1,1.0,1.0,2.0,0.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0"
busan_sea_train_p64_t0.5_n10_013,1920,1080,"3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,1.0,0.5,0,0,0.5,1.5,0,0,0,0,3.0,0,0,0.5,1.0,0,0,0,0,0,0"
lighting1_p64_t0.5_n10_030,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4.0,0,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer2_p64_t1.0_n20_016,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,1.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0"
fire_p64_t0.3_n0_029,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert3_p64_t1.0_n20_015,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
furniture_assemble_p64_t0.3_n0_015,1080,1920,"0,0.5,4.5,1.0,0,0,0,3.5,5.0,3.5,2.0,2,2.0,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
skate_board_p64_t0.3_n0_073,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon2_p64_t0.5_n10_026,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0"
ski1_p64_t0.5_n10_018,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,1.5,0,1.0,0,0.5,0.5,1.0,0,1.0,2.5,0.5,0,0,0,0,1.0,0,0,0,1.0,0,0,0.5,0,0.5"
art_rotating_p64_t0.5_n10_050,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0"
snow_falling_p64_t0.5_n10_014,1440,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
whale_p64_t1.0_n20_086,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting1_p64_t0.3_n0_030,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,0,4.5,0,0,4.5,4.0,0,0,0,0,0,0,0,0.5,0,0,0,0"
toy_robot_p64_t0.5_n10_043,1920,1080,"0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
japan_hamburg_p64_t0.3_n0_008,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
firework1_p64_t0.5_n10_022,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.5,0,0,0.5,0.5,4.5,4.0,3.5,3.0,0,0,2.5,4.0,0.5,0,0,0,0,0"
fireplace_p64_t0.3_n0_027,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
dancing_p64_t0.5_n10_031,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.5,0,0.5,1.0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
tunnel_p64_t1.0_n20_045,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park1_p64_t0.5_n10_061,720,1280,"0,0,0,0,0,0,1.0,0.5,0.5,1,1.0,0,2.5,2.0,2.0,0,0.5,0,0,0,0,0,0,0"
museum_p64_t0.3_n0_007,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ship_p64_t1.0_n20_016,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0,0.5,0,0,0,1.0,0,0.5,0,0,0.5,0,0,0,0"
swimming_p64_t0.5_n10_001,1080,1920,"1,0,0,0,0,3.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert2_p64_t0.5_n10_086,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,2.0,2.5,2.0,1.5,0,0,0,0,0,0,1.5,2.0,1.5,0,0,0,0,0.5,0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0"
jumping_p64_t1.0_n20_003,1080,1920,"0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,1.0,1.0,0,0.5,2.5,1.0,1.5,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0"
las_vegas1_p64_t1.0_n20_053,1280,720,"0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
firework2_p64_t0.3_n0_018,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.5,2.5,1.5,1.0,0,0,0,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
firework2_p64_t1.0_n20_018,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,3.0,2.5,0,0,0,3.0,3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
cherry_blossom_p64_t1.0_n20_030,1080,1920,"0,0,0,0,0,0,0.5,0.5,0,0,0,1,1.0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
museum_p64_t1.0_n20_059,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
newyear_firework_p64_t0.3_n0_045,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1.0,1.0,0,0,0,0,2.5,4,4.0,1.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0"
book_moving_p64_t1.0_n20_091,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
line_moving_p64_t0.5_n10_018,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bellagio_water_show_p64_t0.5_n10_008,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting2_p64_t1.0_n20_047,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0"
animals_p64_t1.0_n20_045,720,1280,"0,0,0,0,1.0,0,0,0,1.0,1.0,0.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0"
line_moving_p64_t1.0_n20_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
house_p64_t0.3_n0_027,1080,1920,"0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,1"
furniture_assemble_p64_t0.5_n10_015,1080,1920,"0,0,4.0,0.5,0,0.5,0,2,3.5,1.0,2.0,3.0,2.5,0.5,0,0.5,0.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
walking_over_bridge_p64_t0.3_n0_066,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
busan_sea_train_p64_t0.3_n0_015,1920,1080,"3.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.0,0,0,0,0,0.5,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0"
build_log_p64_t0.3_n0_033,1080,1920,"3,3.5,3.5,0,0,3.0,4.5,4.5,2.5,0.5,3.0,5.0,4.0,1.0,1.0,3.0,3.5,4.0,1.0,2.0,3.0,5,4.5,3.0,3.0,3.0,4.5,5.0,4.5,4.5,3.5,5.0,4.0,4.5,4.0,0,1.0,0.5,0,0,0,0,0,0,0"
grand_canyon2_p64_t0.3_n0_009,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fire_p64_t1.0_n20_029,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_p64_t1.0_n20_004,1920,1080,"0,0,0,2.5,0.5,0,0,0.5,0.5,1.0,0,0,4.0,3.5,3.0,1.0,1.0,3.5,0.5,0,0,3.5,3.5,3.0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park2_p64_t0.5_n10_032,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fish1_p64_t0.5_n10_019,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pool_p64_t1.0_n20_006,1920,1080,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
christmas_decoration_p64_t0.3_n0_050,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat2_p64_t0.3_n0_035,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
birds3_p64_t0.5_n10_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0,0.5,0,1.0,0.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
boat1_p64_t1.0_n20_028,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
running_on_log_p64_t1.0_n20_031,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0"
swimming_p64_t0.3_n0_015,1080,1920,"0,0,0,0,0,0,0,0,2.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
whale_p64_t1.0_n20_052,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
dogwalking_p64_t1.0_n20_023,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
newyear_firework_p64_t1.0_n20_065,1920,1080,"0,0,0,0,0,0,0,0,0,5.0,5,5.0,3.5,0,1.0,0,0,0,5.0,5.0,5,3.0,3.0,4.0,1.5,0,0,5.0,5.0,5.0,5.0,3.0,2.5,0,0,0,3.0,0,0,0,0,0,0,0,0"
concert1_p64_t0.5_n10_033,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0,0.5,1.0,0,1.0,0,0,0,0,0,1.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0"
live_octopus_p64_t1.0_n20_015,960,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert1_p64_t0.3_n0_006,1920,1080,"0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0.5,0,1,1.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting1_p64_t0.3_n0_005,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.0,1.5,0,0,0,0,0,0,1.5,0,0,3.0,3.5,0,0,0,0,2.0,0,0.5,1.5,1.5,0,0,0"
tunnel_p64_t0.3_n0_038,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
elevator_down_p64_t0.3_n0_077,1080,1440,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.0,1,0,0,0,0.5,0,0,0.5,0,0,0,0"
firework2_p64_t0.3_n0_004,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
busan_sea_train_p64_t1.0_n20_010,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0,0.5,0.5,0.5,0,0,0,0.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0"
game_p64_t0.3_n0_023,1080,1920,"0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_passing_p64_t0.3_n0_040,1080,1920,"0,1.0,0,0,1.0,0,1,0,0,1.0,0,1.0,2,1.5,0.5,1.0,0.5,0.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,0,1,1,3"
busan_sea_train_p64_t1.0_n20_013,1920,1080,"1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.5,1.0,0.5,0,0,0,1.0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5"
stanford_corridor_p64_t0.5_n10_041,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0"
dogwalking_p64_t0.5_n10_029,720,1280,"0,0,0,0,0,1.0,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0"
amusement_park2_p64_t0.3_n0_055,720,1280,"0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
robot_coffee_p64_t0.5_n10_028,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fire_p64_t1.0_n20_003,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer2_p64_t0.5_n10_025,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2.0,0,0,0,0,0,0,0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0"
snow_falling_p64_t0.5_n10_017,1440,1080,"1,0.5,1.5,2.0,1.5,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0"
robot_walking_p64_t1.0_n20_039,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fireplace_p64_t1.0_n20_011,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat3_p64_t1.0_n20_005,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer2_p64_t0.3_n0_001,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,0,0,1.0,0.5,0,0,4.0,5.0,0,0,0,2.0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
robot_walking_p64_t0.5_n10_045,1080,1920,"0,1,0,0,1.0,1.5,2,1.0,1.0,1.0,0,1.0,0,0.5,0,0.5,0,1.5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat3_p64_t1.0_n20_060,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2,2.5,2.0,1.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
graduation_p64_t1.0_n20_010,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
cherry_blossom_p64_t0.5_n10_051,1080,1920,"0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park2_p64_t1.0_n20_009,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pouring_p64_t0.3_n0_008,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
live_octopus_p64_t0.5_n10_015,960,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon1_p64_t0.3_n0_054,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0"
pingpong_p64_t0.3_n0_056,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.5,0.5,0,0,0,1,0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0"
whale_p64_t0.5_n10_072,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
dog_p64_t0.5_n10_031,1080,1920,"0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
las_vegas1_p64_t0.5_n10_011,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
panda_p64_t0.5_n10_006,1280,720,"2,1,2.5,3.0,2.5,2.5,1.0,0,1,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,1.0"
griffith_observatory_p64_t0.5_n10_055,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
birds1_p64_t0.3_n0_007,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0"
light_p64_t1.0_n20_053,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
whale_p64_t0.5_n10_052,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
passing_by_buildings_p64_t0.3_n0_019,720,1280,"3,4.0,2.5,1.5,2.5,4,3.0,1.0,3.0,2.0,1,2.0,3.5,1.0,2.5,2.0,0.5,0,0,0,1.5,0,0,0"
birds1_p64_t0.5_n10_011,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fushimi_inari_shrine_p64_t1.0_n20_050,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
jumping_p64_t0.5_n10_012,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0,0,2.0,1.5,1.0,1.5,0,1.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0"
boat3_p64_t0.5_n10_060,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.0,3,1.5,2.0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
